Column,Season,Episode,Scene,StartTime,EndTime,SpeakerNames
214,1,8,16,957.36,1066.68,lysa_arryn
214,1,8,16,957.36,1066.68,catelyn_stark
214,1,8,16,957.36,1066.68,robin_arryn
215,1,8,17,1066.68,1146.2,tyrion_lannister
215,1,8,17,1066.68,1146.2,lysa_arryn
215,1,8,17,1066.68,1146.2,bronn
216,1,8,18,1146.2,1310,tyrion_lannister
216,1,8,18,1146.2,1310,shagga
216,1,8,18,1146.2,1310,bronn
217,1,8,19,1310,1375.28,alliser_thorne
217,1,8,19,1310,1375.28,samwell_tarly
218,1,8,20,1375.28,1510.56,jeor_mormont
218,1,8,20,1375.28,1510.56,jon_snow
219,1,8,21,1510.56,1631.44,jorah_mormont
219,1,8,21,1510.56,1631.44,rakharo
219,1,8,21,1510.56,1631.44,daenerys_targaryen
220,1,8,22,1631.44,1756.2,mago
220,1,8,22,1631.44,1756.2,daenerys_targaryen
220,1,8,22,1631.44,1756.2,qotho
220,1,8,22,1631.44,1756.2,khal_drogo
220,1,8,22,1631.44,1756.2,mirri_maz_duur
221,1,8,23,1756.2,1794.2,qotho
221,1,8,23,1756.2,1794.2,khal_drogo
222,1,8,24,1794.2,1873.6,qotho
222,1,8,24,1794.2,1873.6,daenerys_targaryen
222,1,8,24,1794.2,1873.6,mirri_maz_duur
223,1,8,25,1873.6,1973.2,robb_stark
223,1,8,25,1873.6,1973.2,greatjon_umber
224,1,8,26,1973.2,2090.6,rickon_stark
224,1,8,26,1973.2,2090.6,robb_stark
224,1,8,26,1973.2,2090.6,bran_stark
224,1,8,26,1973.2,2090.6,greatjon_umber
225,1,8,27,2090.6,2221.44,osha
225,1,8,27,2090.6,2221.44,hodor
225,1,8,27,2090.6,2221.44,bran_stark
226,1,8,28,2221.44,2288.56,jon_snow
226,1,8,28,2221.44,2288.56,pypar
226,1,8,28,2221.44,2288.56,samwell_tarly
227,1,8,29,2288.56,2311.76,rodrik_cassel
228,1,8,30,2311.76,2495.44,rodrik_cassel
228,1,8,30,2311.76,2495.44,robb_stark
228,1,8,30,2311.76,2495.44,greatjon_umber
228,1,8,30,2311.76,2495.44,catelyn_stark
228,1,8,30,2311.76,2495.44,theon_greyjoy
229,1,8,31,2495.44,2568.52,tyrion_lannister
229,1,8,31,2495.44,2568.52,shagga
229,1,8,31,2495.44,2568.52,catelyn_stark
229,1,8,31,2495.44,2568.52,bronn
230,1,8,32,2568.52,2755.48,jaime_lannister
230,1,8,32,2568.52,2755.48,tywin_lannister
230,1,8,32,2568.52,2755.48,kevan_lannister
230,1,8,32,2568.52,2755.48,tyrion_lannister
230,1,8,32,2568.52,2755.48,shagga
231,1,8,33,2755.48,2915.84,robb_stark
231,1,8,33,2755.48,2915.84,rodrik_cassel
231,1,8,33,2755.48,2915.84,greatjon_umber
231,1,8,33,2755.48,2915.84,catelyn_stark
231,1,8,33,2755.48,2915.84,theon_greyjoy
232,1,8,34,2915.84,2926.44,greatjon_umber
233,1,8,35,2926.44,3345.4,grand_maester_pycelle
233,1,8,35,2926.44,3345.4,joffrey_baratheon
233,1,8,35,2926.44,3345.4,lord_varys
233,1,8,35,2926.44,3345.4,barristan_selmy
233,1,8,35,2926.44,3345.4,sansa_stark
233,1,8,35,2926.44,3345.4,petyr_baelish
233,1,8,35,2926.44,3345.4,cersei_lannister
234,1,9,1,0,119.68,none
235,1,9,2,119.68,336.76,eddard_stark
235,1,9,2,119.68,336.76,lord_varys
236,1,9,3,336.76,439.44,robb_stark
236,1,9,3,336.76,439.44,theon_greyjoy
236,1,9,3,336.76,439.44,catelyn_stark
236,1,9,3,336.76,439.44,greatjon_umber
237,1,9,4,439.44,639.2,walder_frey
237,1,9,4,439.44,639.2,stevron_frey
237,1,9,4,439.44,639.2,ryger_rivers
237,1,9,4,439.44,639.2,catelyn_stark
238,1,9,5,639.2,768.92,jon_snow
238,1,9,5,639.2,768.92,jeor_mormont
239,1,9,6,768.92,863.72,jon_snow
239,1,9,6,768.92,863.72,grenn
239,1,9,6,768.92,863.72,pypar
239,1,9,6,768.92,863.72,samwell_tarly
240,1,9,7,863.72,974.88,jon_snow
240,1,9,7,863.72,974.88,catelyn_stark
240,1,9,7,863.72,974.88,robb_stark
240,1,9,7,863.72,974.88,greatjon_umber
241,1,9,8,974.88,1212.48,daenerys_targaryen
241,1,9,8,974.88,1212.48,khal_drogo
241,1,9,8,974.88,1212.48,cohollo
242,1,9,9,1212.48,1308.68,qotho
242,1,9,9,1212.48,1308.68,daenerys_targaryen
243,1,9,10,1308.68,1412.6,tyrion_lannister
243,1,9,10,1308.68,1412.6,kevan_lannister
243,1,9,10,1308.68,1412.6,tywin_lannister
244,1,9,11,1412.6,1559.76,tyrion_lannister
244,1,9,11,1412.6,1559.76,shae
244,1,9,11,1412.6,1559.76,bronn
245,1,9,12,1559.76,1914.84,irri
245,1,9,12,1559.76,1914.84,rakharo
245,1,9,12,1559.76,1914.84,daenerys_targaryen
245,1,9,12,1559.76,1914.84,qotho
245,1,9,12,1559.76,1914.84,jorah_mormont
245,1,9,12,1559.76,1914.84,mirri_maz_duur
246,1,9,13,1914.84,2007.24,jorah_mormont
246,1,9,13,1914.84,2007.24,rakharo
247,1,9,14,2007.24,2426.6,tyrion_lannister
247,1,9,14,2007.24,2426.6,shae
247,1,9,14,2007.24,2426.6,bronn
248,1,9,15,2426.6,2482.64,tyrion_lannister
248,1,9,15,2426.6,2482.64,shae
248,1,9,15,2426.6,2482.64,bronn
249,1,9,16,2482.64,2560,tyrion_lannister
249,1,9,16,2482.64,2560,bronn
250,1,9,17,2560,2643.64,tyrion_lannister
250,1,9,17,2560,2643.64,tywin_lannister
250,1,9,17,2560,2643.64,bronn
251,1,9,18,2643.64,2811.4,jaime_lannister
251,1,9,18,2643.64,2811.4,robb_stark
251,1,9,18,2643.64,2811.4,rodrik_cassel
251,1,9,18,2643.64,2811.4,greatjon_umber
251,1,9,18,2643.64,2811.4,catelyn_stark
251,1,9,18,2643.64,2811.4,theon_greyjoy
252,1,9,19,2811.4,2867.16,arya_stark
253,1,9,20,2867.16,3237.96,grand_maester_pycelle
253,1,9,20,2867.16,3237.96,eddard_stark
254,1,10,1,0,116.84,none
255,1,10,2,116.84,168.72,arya_stark
256,1,10,3,168.72,225.68,yoren
256,1,10,3,168.72,225.68,osha
256,1,10,3,168.72,225.68,bran_stark
257,1,10,4,225.68,297.72,rickon_stark
257,1,10,4,225.68,297.72,osha
257,1,10,4,225.68,297.72,bran_stark
258,1,10,5,297.72,324.08,osha
258,1,10,5,297.72,324.08,maester_luwin
259,1,10,6,324.08,439,catelyn_stark
259,1,10,6,324.08,439,robb_stark
260,1,10,7,439,597.44,marillion
260,1,10,7,439,597.44,joffrey_baratheon
260,1,10,7,439,597.44,sansa_stark
260,1,10,7,439,597.44,sandor_clegane
261,1,10,8,597.44,751.04,sansa_stark
261,1,10,8,597.44,751.04,joffrey_baratheon
261,1,10,8,597.44,751.04,sandor_clegane
262,1,10,9,751.04,886.6,rickard_karstark
262,1,10,9,751.04,886.6,lord_galbart_glover
262,1,10,9,751.04,886.6,robb_stark
262,1,10,9,751.04,886.6,theon_greyjoy
262,1,10,9,751.04,886.6,jonos_bracken
262,1,10,9,751.04,886.6,greatjon_umber
263,1,10,10,886.6,1056.48,jaime_lannister
263,1,10,10,886.6,1056.48,catelyn_stark
264,1,10,11,1056.48,1088.32,lancel_lannister
264,1,10,11,1056.48,1088.32,cersei_lannister
265,1,10,12,1088.32,1273.52,tywin_lannister
265,1,10,12,1088.32,1273.52,kevan_lannister
265,1,10,12,1088.32,1273.52,leo_lefford
265,1,10,12,1088.32,1273.52,tyrion_lannister
265,1,10,12,1088.32,1273.52,addam_marbrand
266,1,10,13,1273.52,1381.44,jorah_mormont
266,1,10,13,1273.52,1381.44,mirri_maz_duur
266,1,10,13,1273.52,1381.44,daenerys_targaryen
267,1,10,14,1381.44,1555.6,jorah_mormont
267,1,10,14,1381.44,1555.6,daenerys_targaryen
267,1,10,14,1381.44,1555.6,mirri_maz_duur
268,1,10,15,1555.6,1610.2,jon_snow
268,1,10,15,1555.6,1610.2,samwell_tarly
269,1,10,16,1610.2,1690.68,tyrion_lannister
269,1,10,16,1610.2,1690.68,shae
269,1,10,16,1610.2,1690.68,pypar
269,1,10,16,1610.2,1690.68,samwell_tarly
270,1,10,17,1690.68,1808.44,jon_snow
270,1,10,17,1690.68,1808.44,grenn
270,1,10,17,1690.68,1808.44,pypar
270,1,10,17,1690.68,1808.44,samwell_tarly
271,1,10,18,1808.44,1955.92,daenerys_targaryen
272,1,10,19,1955.92,2151.56,grand_maester_pycelle
272,1,10,19,1955.92,2151.56,ros
273,1,10,20,2151.56,2271.84,petyr_baelish
273,1,10,20,2151.56,2271.84,joffrey_baratheon
273,1,10,20,2151.56,2271.84,lord_varys
274,1,10,21,2271.84,2449.32,yoren
274,1,10,21,2271.84,2449.32,hot_pie
274,1,10,21,2271.84,2449.32,arya_stark
274,1,10,21,2271.84,2449.32,gendry
275,1,10,22,2449.32,2561.24,jeor_mormont
275,1,10,22,2449.32,2561.24,jon_snow
276,1,10,23,2561.24,2605.32,jeor_mormont
277,1,10,24,2605.32,2871,jorah_mormont
277,1,10,24,2605.32,2871,rakharo
277,1,10,24,2605.32,2871,mirri_maz_duur
277,1,10,24,2605.32,2871,daenerys_targaryen
278,1,10,25,2871,2961.6,jeor_mormont
279,1,10,26,2961.6,3027.92,none
280,2,2,1,0,111.56,none
281,2,2,2,111.56,332.64,yoren
281,2,2,2,111.56,332.64,rorge
281,2,2,2,111.56,332.64,goldcloak
281,2,2,2,111.56,332.64,jaqen_hghar
281,2,2,2,111.56,332.64,arya_stark
281,2,2,2,111.56,332.64,gendry
282,2,2,3,332.64,476.48,tyrion_lannister
282,2,2,3,332.64,476.48,shae
282,2,2,3,332.64,476.48,lord_varys
283,2,2,4,476.48,597.96,grand_maester_pycelle
283,2,2,4,476.48,597.96,lord_varys
283,2,2,4,476.48,597.96,tyrion_lannister
283,2,2,4,476.48,597.96,alton_lannister
283,2,2,4,476.48,597.96,petyr_baelish
283,2,2,4,476.48,597.96,cersei_lannister
284,2,2,5,597.96,727.08,eddison_tollet
284,2,2,5,597.96,727.08,grenn
284,2,2,5,597.96,727.08,gilly
284,2,2,5,597.96,727.08,samwell_tarly
285,2,2,6,727.08,844.84,jon_snow
285,2,2,6,727.08,844.84,gilly
285,2,2,6,727.08,844.84,samwell_tarly
286,2,2,7,844.84,1008.56,jorah_mormont
286,2,2,7,844.84,1008.56,irri
286,2,2,7,844.84,1008.56,daenerys_targaryen
287,2,2,8,1008.56,1030.88,none
288,2,2,9,1030.88,1144.6,theon_greyjoy
289,2,2,10,1144.6,1398,ros
289,2,2,10,1144.6,1398,petyr_baelish
290,2,2,11,1398,1614.28,tyrion_lannister
290,2,2,11,1398,1614.28,janos_slynt
290,2,2,11,1398,1614.28,podrick_payne
290,2,2,11,1398,1614.28,bronn
291,2,2,12,1614.28,1841.36,bronn
291,2,2,12,1614.28,1841.36,hot_pie
291,2,2,12,1614.28,1841.36,lommy_grennhands
291,2,2,12,1614.28,1841.36,arya_stark
291,2,2,12,1614.28,1841.36,gendry
292,2,2,13,1841.36,2015.72,yara_greyjoy
292,2,2,13,1841.36,2015.72,gendry
292,2,2,13,1841.36,2015.72,theon_greyjoy
293,2,2,14,2015.72,2255.92,balon_greyjoy
293,2,2,14,2015.72,2255.92,yara_greyjoy
293,2,2,14,2015.72,2255.92,theon_greyjoy
294,2,2,15,2255.92,2505.6,matthos_seaworth
294,2,2,15,2255.92,2505.6,davos_seaworth
294,2,2,15,2255.92,2505.6,salladhor_saan
295,2,2,16,2505.6,2650.68,tyrion_lannister
295,2,2,16,2505.6,2650.68,cersei_lannister
296,2,2,17,2650.68,2874.92,melisandre
296,2,2,17,2650.68,2874.92,matthos_seaworth
296,2,2,17,2650.68,2874.92,davos_seaworth
296,2,2,17,2650.68,2874.92,stannis_baratheon
297,2,2,18,2874.92,2999.92,none
298,2,2,19,2999.92,3078.32,none
299,2,3,1,0,109.28,none
300,2,3,2,109.28,145.28,jeor_mormont
300,2,3,2,109.28,145.28,jon_snow
300,2,3,2,109.28,145.28,craster
301,2,3,3,145.28,253.96,jeor_mormont
301,2,3,3,145.28,253.96,jon_snow
301,2,3,3,145.28,253.96,samwell_tarly
302,2,3,4,253.96,339.44,jeor_mormont
302,2,3,4,253.96,339.44,gilly
302,2,3,4,253.96,339.44,samwell_tarly
303,2,3,5,339.44,533.88,hodor
303,2,3,5,339.44,533.88,bran_stark
303,2,3,5,339.44,533.88,maester_luwin
304,2,3,6,533.88,771.32,brienne_of_tarth
304,2,3,6,533.88,771.32,margaery_tyrell
304,2,3,6,533.88,771.32,renly_baratheon
304,2,3,6,533.88,771.32,maester_luwin
304,2,3,6,533.88,771.32,catelyn_stark
304,2,3,6,533.88,771.32,loras_tyrell
304,2,3,6,533.88,771.32,colen_of_grennpools
305,2,3,7,771.32,849.32,renly_baratheon
305,2,3,7,771.32,849.32,brienne_of_tarth
305,2,3,7,771.32,849.32,catelyn_stark
305,2,3,7,771.32,849.32,biter
306,2,3,8,849.32,1097.6,balon_greyjoy
306,2,3,8,849.32,1097.6,yara_greyjoy
306,2,3,8,849.32,1097.6,theon_greyjoy
307,2,3,9,1097.6,1193.4,tyrion_lannister
307,2,3,9,1097.6,1193.4,shae
308,2,3,10,1193.4,1404.56,sansa_stark
308,2,3,10,1193.4,1404.56,cersei_lannister
308,2,3,10,1193.4,1404.56,myrcella_baratheon
308,2,3,10,1193.4,1404.56,tommen_baratheon
309,2,3,11,1404.56,1480.72,tyrion_lannister
309,2,3,11,1404.56,1480.72,grand_maester_pycelle
310,2,3,12,1480.72,1519.28,tyrion_lannister
310,2,3,12,1480.72,1519.28,lord_varys
311,2,3,13,1519.28,1632.32,tyrion_lannister
311,2,3,13,1519.28,1632.32,petyr_baelish
312,2,3,14,1632.32,1936.64,renly_baratheon
312,2,3,14,1632.32,1936.64,loras_tyrell
312,2,3,14,1632.32,1936.64,petyr_baelish
312,2,3,14,1632.32,1936.64,margaery_tyrell
313,2,3,15,1936.64,2015.72,tyrion_lannister
313,2,3,15,1936.64,2015.72,cersei_lannister
314,2,3,16,2015.72,2052.6,none
315,2,3,17,2052.6,2127.76,drowned_priest
315,2,3,17,2052.6,2127.76,theon_greyjoy
316,2,3,18,2127.76,2199.28,tyrion_lannister
316,2,3,18,2127.76,2199.28,bronn
316,2,3,18,2127.76,2199.28,petyr_baelish
316,2,3,18,2127.76,2199.28,cersei_lannister
317,2,3,19,2199.28,2321.6,tyrion_lannister
317,2,3,19,2199.28,2321.6,grand_maester_pycelle
317,2,3,19,2199.28,2321.6,timett
318,2,3,20,2321.6,2428.4,tyrion_lannister
318,2,3,20,2321.6,2428.4,lord_varys
319,2,3,21,2428.4,2705.92,arya_stark
319,2,3,21,2428.4,2705.92,yoren
319,2,3,21,2428.4,2705.92,gendry
320,2,3,22,2705.92,2956.56,amory_lorch
320,2,3,22,2705.92,2956.56,polliver
320,2,3,22,2705.92,2956.56,yoren
320,2,3,22,2705.92,2956.56,goldcloak
320,2,3,22,2705.92,2956.56,jaqen_hghar
320,2,3,22,2705.92,2956.56,hot_pie
320,2,3,22,2705.92,2956.56,lommy_grennhands
320,2,3,22,2705.92,2956.56,arya_stark
321,2,3,23,2956.56,3035.4,none
322,2,4,1,0,94.52,none
323,2,4,2,94.52,213.08,rennick
324,2,4,3,213.08,226.36,none
325,2,4,4,226.36,448.96,robb_stark
325,2,4,4,226.36,448.96,talisa_stark
325,2,4,4,226.36,448.96,roose_bolton
326,2,4,5,448.96,638,joffrey_baratheon
326,2,4,5,448.96,638,bronn
326,2,4,5,448.96,638,lancel_lannister
326,2,4,5,448.96,638,meryn_trant
326,2,4,5,448.96,638,tyrion_lannister
326,2,4,5,448.96,638,sansa_stark
327,2,4,6,638,848.44,sandor_clegane
327,2,4,6,638,848.44,ros
327,2,4,6,638,848.44,joffrey_baratheon
327,2,4,6,638,848.44,daisy
328,2,4,7,848.44,963.68,renly_baratheon
328,2,4,7,848.44,963.68,petyr_baelish
328,2,4,7,848.44,963.68,margaery_tyrell
329,2,4,8,963.68,1071.88,margaery_tyrell
329,2,4,8,963.68,1071.88,petyr_baelish
330,2,4,9,1071.88,1134.72,daenerys_targaryen
330,2,4,9,1071.88,1134.72,kovarro
331,2,4,10,1134.72,1237.6,arya_stark
331,2,4,10,1134.72,1237.6,hot_pie
331,2,4,10,1134.72,1237.6,jorah_mormont
331,2,4,10,1134.72,1237.6,gendry
332,2,4,11,1237.6,1264.96,arya_stark
333,2,4,12,1264.96,1483.84,catelyn_stark
333,2,4,12,1264.96,1483.84,petyr_baelish
334,2,4,13,1483.84,1646.68,the_tickler
334,2,4,13,1483.84,1646.68,hot_pie
334,2,4,13,1483.84,1646.68,arya_stark
334,2,4,13,1483.84,1646.68,the_mountain
335,2,4,14,1646.68,1657.4,arya_stark
336,2,4,15,1657.4,1842.56,melisandre
336,2,4,15,1657.4,1842.56,renly_baratheon
336,2,4,15,1657.4,1842.56,catelyn_stark
336,2,4,15,1657.4,1842.56,stannis_baratheon
337,2,4,16,1842.56,2156.44,xaro_xhoan_daxos
337,2,4,16,1842.56,2156.44,daenerys_targaryen
337,2,4,16,1842.56,2156.44,jorah_mormont
337,2,4,16,1842.56,2156.44,spice_king
338,2,4,17,2156.44,2292.76,polliver
338,2,4,17,2156.44,2292.76,tywin_lannister
338,2,4,17,2156.44,2292.76,the_mountain
338,2,4,17,2156.44,2292.76,the_tickler
338,2,4,17,2156.44,2292.76,arya_stark
338,2,4,17,2156.44,2292.76,gendry
339,2,4,18,2292.76,2514.8,tyrion_lannister
339,2,4,18,2292.76,2514.8,loras_tyrell
340,2,4,19,2514.8,2622.72,davos_seaworth
340,2,4,19,2514.8,2622.72,stannis_baratheon
341,2,4,20,2622.72,2916.52,melisandre
341,2,4,20,2622.72,2916.52,davos_seaworth
342,2,5,1,0,126.8,none
343,2,5,2,126.8,305.08,brienne_of_tarth
343,2,5,2,126.8,305.08,renly_baratheon
343,2,5,2,126.8,305.08,catelyn_stark
344,2,5,3,305.08,320.84,none
345,2,5,4,320.84,463.68,margaery_tyrell
345,2,5,4,320.84,463.68,brienne_of_tarth
345,2,5,4,320.84,463.68,loras_tyrell
345,2,5,4,320.84,463.68,petyr_baelish
346,2,5,5,463.68,561.68,tyrion_lannister
346,2,5,5,463.68,561.68,cersei_lannister
347,2,5,6,561.68,655.76,tyrion_lannister
347,2,5,6,561.68,655.76,lancel_lannister
348,2,5,7,655.76,812.44,davos_seaworth
348,2,5,7,655.76,812.44,stannis_baratheon
349,2,5,8,812.44,905.36,bronn
349,2,5,8,812.44,905.36,tyrion_lannister
349,2,5,8,812.44,905.36,protestor
350,2,5,9,905.36,1120,dagmer_cleftjaw
350,2,5,9,905.36,1120,yara_greyjoy
350,2,5,9,905.36,1120,black_lorren
350,2,5,9,905.36,1120,theon_greyjoy
351,2,5,10,1120,1302,arya_stark
351,2,5,10,1120,1302,reginald_lannister
351,2,5,10,1120,1302,tywin_lannister
351,2,5,10,1120,1302,amory_lorch
352,2,5,11,1302,1453.16,arya_stark
352,2,5,11,1302,1453.16,tywin_lannister
352,2,5,11,1302,1453.16,jaqen_hghar
353,2,5,12,1453.16,1626.56,jon_snow
353,2,5,12,1453.16,1626.56,grenn
353,2,5,12,1453.16,1626.56,jeor_mormont
353,2,5,12,1453.16,1626.56,eddison_tollet
353,2,5,12,1453.16,1626.56,samwell_tarly
354,2,5,13,1626.56,1800.12,tyrion_lannister
354,2,5,13,1626.56,1800.12,hallyne
354,2,5,13,1626.56,1800.12,bronn
355,2,5,14,1800.12,1915.28,irri
355,2,5,14,1800.12,1915.28,daenerys_targaryen
355,2,5,14,1800.12,1915.28,doreah
356,2,5,15,1915.28,2118.84,xaro_xhoan_daxos
356,2,5,15,1915.28,2118.84,irri
356,2,5,15,1915.28,2118.84,quaithe
356,2,5,15,1915.28,2118.84,kovarro
356,2,5,15,1915.28,2118.84,daenerys_targaryen
356,2,5,15,1915.28,2118.84,jorah_mormont
356,2,5,15,1915.28,2118.84,pyat_pree
357,2,5,16,2118.84,2299.16,brienne_of_tarth
357,2,5,16,2118.84,2299.16,catelyn_stark
358,2,5,17,2299.16,2392.16,rodrik_cassel
358,2,5,17,2299.16,2392.16,bran_stark
358,2,5,17,2299.16,2392.16,hodor
358,2,5,17,2299.16,2392.16,maester_luwin
359,2,5,18,2392.16,2499.48,osha
359,2,5,18,2392.16,2499.48,bran_stark
360,2,5,19,2499.48,2658.12,jon_snow
360,2,5,19,2499.48,2658.12,qhorin_halfhand
360,2,5,19,2499.48,2658.12,jeor_mormont
360,2,5,19,2499.48,2658.12,samwell_tarly
361,2,5,20,2658.12,2968.48,xaro_xhoan_daxos
361,2,5,20,2658.12,2968.48,jorah_mormont
361,2,5,20,2658.12,2968.48,daenerys_targaryen
362,2,5,21,2968.48,3039.24,arya_stark
362,2,5,21,2968.48,3039.24,gendry
363,2,5,22,3039.24,3117.16,none
364,2,6,1,0,109.96,none
365,2,6,2,109.96,147,bran_stark
365,2,6,2,109.96,147,theon_greyjoy
366,2,6,3,147,233.56,dagmer_cleftjaw
366,2,6,3,147,233.56,bran_stark
366,2,6,3,147,233.56,theon_greyjoy
367,2,6,4,233.56,578.88,dagmer_cleftjaw
367,2,6,4,233.56,578.88,osha
367,2,6,4,233.56,578.88,rodrik_cassel
367,2,6,4,233.56,578.88,rickon_stark
367,2,6,4,233.56,578.88,bran_stark
367,2,6,4,233.56,578.88,maester_luwin
367,2,6,4,233.56,578.88,ironborn
367,2,6,4,233.56,578.88,black_lorren
367,2,6,4,233.56,578.88,theon_greyjoy
368,2,6,5,578.88,733.36,jon_snow
368,2,6,5,578.88,733.36,qhorin_halfhand
369,2,6,6,733.36,997.84,amory_lorch
369,2,6,6,733.36,997.84,tywin_lannister
369,2,6,6,733.36,997.84,petyr_baelish
369,2,6,6,733.36,997.84,arya_stark
370,2,6,7,997.84,1363.76,jon_snow
370,2,6,7,997.84,1363.76,qhorin_halfhand
370,2,6,7,997.84,1363.76,ygritte
370,2,6,7,997.84,1363.76,petyr_baelish
371,2,6,8,1363.76,1451.08,sansa_stark
371,2,6,8,1363.76,1451.08,joffrey_baratheon
371,2,6,8,1363.76,1451.08,cersei_lannister
372,2,6,9,1451.08,1711.16,joffrey_baratheon
372,2,6,9,1451.08,1711.16,meryn_trant
372,2,6,9,1451.08,1711.16,tyrion_lannister
372,2,6,9,1451.08,1711.16,sansa_stark
372,2,6,9,1451.08,1711.16,sandor_clegane
373,2,6,10,1711.16,1979,xaro_xhoan_daxos
373,2,6,10,1711.16,1979,daenerys_targaryen
373,2,6,10,1711.16,1979,spice_king
374,2,6,11,1979,2122.92,arya_stark
374,2,6,11,1979,2122.92,tywin_lannister
374,2,6,11,1979,2122.92,amory_lorch
375,2,6,12,2122.92,2236.64,arya_stark
375,2,6,12,2122.92,2236.64,jaqen_hghar
375,2,6,12,2122.92,2236.64,amory_lorch
375,2,6,12,2122.92,2236.64,tywin_lannister
376,2,6,13,2236.64,2441.2,robb_stark
376,2,6,13,2236.64,2441.2,talisa_stark
376,2,6,13,2236.64,2441.2,catelyn_stark
377,2,6,14,2441.2,2597.72,jon_snow
377,2,6,14,2441.2,2597.72,ygritte
378,2,6,15,2597.72,2675.44,roose_bolton
378,2,6,15,2597.72,2675.44,catelyn_stark
378,2,6,15,2597.72,2675.44,robb_stark
379,2,6,16,2675.44,2779.44,osha
379,2,6,16,2675.44,2779.44,theon_greyjoy
380,2,6,17,2779.44,2830.04,sansa_stark
380,2,6,17,2779.44,2830.04,shae
381,2,6,18,2830.04,2919.24,osha
382,2,6,19,2919.24,3028.08,daenerys_targaryen
382,2,6,19,2919.24,3028.08,xaro_xhoan_daxos
383,2,6,20,3028.08,3106.8,none
384,2,7,1,0,117.72,none
385,2,7,2,117.72,123.6,none
386,2,7,3,123.6,181.4,black_lorren
386,2,7,3,123.6,181.4,theon_greyjoy
387,2,7,4,181.4,258.8,dagmer_cleftjaw
387,2,7,4,181.4,258.8,maester_luwin
387,2,7,4,181.4,258.8,black_lorren
387,2,7,4,181.4,258.8,theon_greyjoy
388,2,7,5,258.8,317.84,rickon_stark
388,2,7,5,258.8,317.84,osha
388,2,7,5,258.8,317.84,hodor
388,2,7,5,258.8,317.84,bran_stark
389,2,7,6,317.84,517.08,jon_snow
389,2,7,6,317.84,517.08,ygritte
390,2,7,7,517.08,866.08,tywin_lannister
390,2,7,7,517.08,866.08,arya_stark
390,2,7,7,517.08,866.08,the_mountain
391,2,7,8,866.08,921.6,sansa_stark
391,2,7,8,866.08,921.6,sandor_clegane
392,2,7,9,921.6,974.6,xaro_xhoan_daxos
392,2,7,9,921.6,974.6,daenerys_targaryen
393,2,7,10,974.6,1067.76,jon_snow
393,2,7,10,974.6,1067.76,ygritte
394,2,7,11,1067.76,1245.16,rickard_karstark
394,2,7,11,1067.76,1245.16,robb_stark
394,2,7,11,1067.76,1245.16,talisa_stark
394,2,7,11,1067.76,1245.16,alton_lannister
394,2,7,11,1067.76,1245.16,roose_bolton
395,2,7,12,1245.16,1340.64,dagmer_cleftjaw
395,2,7,12,1245.16,1340.64,maester_luwin
395,2,7,12,1245.16,1340.64,theon_greyjoy
396,2,7,13,1340.64,1481.72,jorah_mormont
396,2,7,13,1340.64,1481.72,daenerys_targaryen
397,2,7,14,1481.72,1631.72,jon_snow
397,2,7,14,1481.72,1631.72,ygritte
398,2,7,15,1631.72,1648.44,none
399,2,7,16,1648.44,1728.44,sansa_stark
399,2,7,16,1648.44,1728.44,shae
400,2,7,17,1728.44,1886.96,sansa_stark
400,2,7,17,1728.44,1886.96,cersei_lannister
401,2,7,18,1886.96,2268.36,alton_lannister
401,2,7,18,1886.96,2268.36,jaime_lannister
402,2,7,19,2268.36,2350.72,quaithe
402,2,7,19,2268.36,2350.72,jorah_mormont
403,2,7,20,2350.72,2506.92,xaro_xhoan_daxos
403,2,7,20,2350.72,2506.92,silk_king
403,2,7,20,2350.72,2506.92,daenerys_targaryen
403,2,7,20,2350.72,2506.92,pyat_pree
403,2,7,20,2350.72,2506.92,spice_king
404,2,7,21,2506.92,2526.88,rickard_karstark
404,2,7,21,2506.92,2526.88,brienne_of_tarth
404,2,7,21,2506.92,2526.88,jacks
404,2,7,21,2506.92,2526.88,catelyn_stark
405,2,7,22,2526.88,2653.32,rickard_karstark
405,2,7,22,2526.88,2653.32,jaime_lannister
405,2,7,22,2526.88,2653.32,robb_stark
405,2,7,22,2526.88,2653.32,brienne_of_tarth
405,2,7,22,2526.88,2653.32,catelyn_stark
406,2,7,23,2653.32,2847.08,tyrion_lannister
406,2,7,23,2653.32,2847.08,cersei_lannister
407,2,7,24,2847.08,2876.4,brienne_of_tarth
407,2,7,24,2847.08,2876.4,catelyn_stark
408,2,7,25,2876.4,3053.56,brienne_of_tarth
408,2,7,25,2876.4,3053.56,jaime_lannister
408,2,7,25,2876.4,3053.56,catelyn_stark
409,2,7,26,3053.56,3175.36,maester_luwin
409,2,7,26,3053.56,3175.36,theon_greyjoy
410,2,8,1,0,110.84,none
411,2,8,2,110.84,148.04,none
412,2,8,3,148.04,339.08,yara_greyjoy
412,2,8,3,148.04,339.08,theon_greyjoy
413,2,8,4,339.08,446.88,rattleshirt
413,2,8,4,339.08,446.88,ygritte
413,2,8,4,339.08,446.88,jon_snow
414,2,8,5,446.88,592.92,robb_stark
414,2,8,5,446.88,592.92,qhorin_halfhand
414,2,8,5,446.88,592.92,talisa_stark
415,2,8,6,592.92,689.52,rickard_karstark
415,2,8,6,592.92,689.52,jaime_lannister
415,2,8,6,592.92,689.52,robb_stark
